gyre [9.1.1]
------------

OpenMP Threads   : 12
Input filename   : gyre_ad_wide_hi.in

Model Init
----------

Reading from MESA file
   File name ../mesa/LOGS/profile331.data.GYRE
   File version 1.01
   Read 7137 points
   No need to add central point

Mode Search
-----------

Mode parameters
   l : 16
   m : 0

Building frequency grid (REAL axis)
   added scan interval :  0.5234E+00 ->  0.2094E+01 (3000 points, INVERSE)

Building spatial grid
   Scaffold grid from model
   Split 266 subinterval(s) in iteration 1
   Split 25 subinterval(s) in iteration 2
   Split 0 subinterval(s) in iteration 3
   Final grid has 1 segment(s) and 7428 point(s):
      Segment 1 : x range 0.0000 -> 1.0012 (1 -> 7428)

Starting search (adiabatic)

Scanning frequencies
  Time elapsed :     2.085 s

Finding roots
  Time elapsed :      0.429 s

Processing modes
   id    l     m    n_pg    n_p    n_g       Re(omega)       Im(omega)        chi n_iter
 1131   22     0     -83      0     83  0.15048671E+01  0.00000000E+00 0.1041E-12      5
 1132   22     0     -82      0     82  0.15219740E+01  0.00000000E+00 0.1436E-12      6
 1133   22     0     -81      0     81  0.15364789E+01  0.00000000E+00 0.3451E-12      6
 1134   22     0     -80      0     80  0.15542293E+01  0.00000000E+00 0.2006E-12      6
 1135   22     0     -79      0     79  0.15744946E+01  0.00000000E+00 0.4161E-13      6
 1136   22     0     -78      0     78  0.15933882E+01  0.00000000E+00 0.4055E-13      6
 1137   22     0     -77      0     77  0.16091111E+01  0.00000000E+00 0.9381E-13      6
 1138   22     0     -76      0     76  0.16283888E+01  0.00000000E+00 0.1881E-12      6
 1139   22     0     -75      0     75  0.16506118E+01  0.00000000E+00 0.1228E-12      6
 1140   22     0     -74      0     74  0.16713996E+01  0.00000000E+00 0.1198E-12      6
 1141   22     0     -73      0     73  0.16884408E+01  0.00000000E+00 0.3896E-14      6
 1142   22     0     -72      0     72  0.17093257E+01  0.00000000E+00 0.5068E-13      6
  Time elapsed :      9.343 s

Mode Search
-----------

Mode parameters
   l : 23
   m : 0

Building frequency grid (REAL axis)
   added scan interval :  0.5234E+00 ->  0.2094E+01 (3000 points, INVERSE)

Building spatial grid
   Scaffold grid from model
   Split 286 subinterval(s) in iteration 1
   Split 73 subinterval(s) in iteration 2
   Split 0 subinterval(s) in iteration 3
   Final grid has 1 segment(s) and 7496 point(s):
      Segment 1 : x range 0.0000 -> 1.0012 (1 -> 7496)

Starting search (adiabatic)

Scanning frequencies
  Time elapsed :     0.823 s

Finding roots
  Time elapsed :      0.243 s

Processing modes
   id    l     m    n_pg    n_p    n_g       Re(omega)       Im(omega)        chi n_iter
 1188   23     0    -228      0    228  0.59365616E+00  0.00000000E+00 0.9301E-13      6
 1189   23     0    -227      0    227  0.59633176E+00  0.00000000E+00 0.6270E-13      6
 1190   23     0    -226      0    226  0.59901808E+00  0.00000000E+00 0.1559E-12      6
 1191   23     0    -225      0    225  0.60156342E+00  0.00000000E+00 0.4937E-12      6
 1192   23     0    -224      0    224  0.60415259E+00  0.00000000E+00 0.3513E-12      6
 1193   23     0    -223      0    223  0.60692414E+00  0.00000000E+00 0.6532E-13      6
 1194   23     0    -222      0    222  0.60969176E+00  0.00000000E+00 0.1648E-12      6
 1195   23     0    -221      0    221  0.61231675E+00  0.00000000E+00 0.1068E-12      6
 1196   23     0    -220      0    220  0.61501065E+00  0.00000000E+00 0.1043E-12      6
 1197   23     0    -219      0    219  0.61788875E+00  0.00000000E+00 0.5132E-12      6
 1198   23     0    -218      0    218  0.62074274E+00  0.00000000E+00 0.4390E-12      6
 1199   23     0    -217      0    217  0.62345605E+00  0.00000000E+00 0.1142E-13      6
 1200   23     0    -216      0    216  0.62627625E+00  0.00000000E+00 0.3803E-12      5
 1201   23     0    -215      0    215  0.62928588E+00  0.00000000E+00 0.3035E-12      5
 1202   23     0    -214      0    214  0.63223602E+00  0.00000000E+00 0.5823E-13      6
 1203   23     0    -213      0    213  0.63500039E+00  0.00000000E+00 0.1495E-12      5
 1204   23     0    -212      0    212  0.63790736E+00  0.00000000E+00 0.2073E-12      5
 1205   23     0    -211      0    211  0.64104973E+00  0.00000000E+00 0.2261E-12      5
 1206   23     0    -210      0    210  0.64414922E+00  0.00000000E+00 0.2002E-13      6
 1207   23     0    -209      0    209  0.64704969E+00  0.00000000E+00 0.6383E-13      6
 1208   23     0    -208      0    208  0.65004514E+00  0.00000000E+00 0.5063E-13      6
 1209   23     0    -207      0    207  0.65326041E+00  0.00000000E+00 0.1523E-12      5
 1210   23     0    -206      0    206  0.65643829E+00  0.00000000E+00 0.8387E-13      6
 1211   23     0    -205      0    205  0.65947381E+00  0.00000000E+00 0.1994E-12      6
 1212   23     0    -204      0    204  0.66264020E+00  0.00000000E+00 0.2096E-12      6
 1213   23     0    -203      0    203  0.66598433E+00  0.00000000E+00 0.2951E-12      6
 1214   23     0    -202      0    202  0.66924590E+00  0.00000000E+00 0.2964E-12      6
 1215   23     0    -201      0    201  0.67238255E+00  0.00000000E+00 0.2005E-12      5
 1216   23     0    -200      0    200  0.67570788E+00  0.00000000E+00 0.5804E-12      6
 1217   23     0    -199      0    199  0.67920208E+00  0.00000000E+00 0.1467E-12      6
 1218   23     0    -198      0    198  0.68256342E+00  0.00000000E+00 0.4447E-12      6
 1219   23     0    -197      0    197  0.68580067E+00  0.00000000E+00 0.1487E-12      5
 1220   23     0    -196      0    196  0.68929141E+00  0.00000000E+00 0.1231E-12      6
 1221   23     0    -195      0    195  0.69295568E+00  0.00000000E+00 0.3160E-12      6
 1222   23     0    -194      0    194  0.69642980E+00  0.00000000E+00 0.2715E-12      6
 1223   23     0    -193      0    193  0.69975488E+00  0.00000000E+00 0.1486E-12      5
 1224   23     0    -192      0    192  0.70340393E+00  0.00000000E+00 0.4408E-12      6
 1225   23     0    -191      0    191  0.70725464E+00  0.00000000E+00 0.5961E-13      6
 1226   23     0    -190      0    190  0.71087988E+00  0.00000000E+00 0.7827E-13      6
 1227   23     0    -189      0    189  0.71429984E+00  0.00000000E+00 0.1984E-12      5
 1228   23     0    -188      0    188  0.71808286E+00  0.00000000E+00 0.1978E-12      6
 1229   23     0    -187      0    187  0.72211383E+00  0.00000000E+00 0.2453E-12      6
 1230   23     0    -186      0    186  0.72593504E+00  0.00000000E+00 0.1602E-12      6
 1231   23     0    -185      0    185  0.72950660E+00  0.00000000E+00 0.5192E-13      5
 1232   23     0    -184      0    184  0.73341085E+00  0.00000000E+00 0.2313E-12      5
 1233   23     0    -183      0    183  0.73758328E+00  0.00000000E+00 0.3577E-13      6
 1234   23     0    -182      0    182  0.74156032E+00  0.00000000E+00 0.3895E-12      6
 1235   23     0    -181      0    181  0.74531496E+00  0.00000000E+00 0.2491E-12      5
 1236   23     0    -180      0    180  0.74940609E+00  0.00000000E+00 0.1030E-12      5
 1237   23     0    -179      0    179  0.75375382E+00  0.00000000E+00 0.1563E-12      6
 1238   23     0    -178      0    178  0.75789316E+00  0.00000000E+00 0.2186E-12      6
 1239   23     0    -177      0    177  0.76181825E+00  0.00000000E+00 0.3891E-12      6
 1240   23     0    -176      0    176  0.76609161E+00  0.00000000E+00 0.5399E-13      6
 1241   23     0    -175      0    175  0.77060751E+00  0.00000000E+00 0.2202E-12      6
 1242   23     0    -174      0    174  0.77490231E+00  0.00000000E+00 0.7796E-13      6
 1243   23     0    -173      0    173  0.77903617E+00  0.00000000E+00 0.2535E-12      6
 1244   23     0    -172      0    172  0.78354521E+00  0.00000000E+00 0.2307E-12      6
 1245   23     0    -171      0    171  0.78826474E+00  0.00000000E+00 0.3669E-12      6
 1246   23     0    -170      0    170  0.79271479E+00  0.00000000E+00 0.2924E-12      6
 1247   23     0    -169      0    169  0.79701754E+00  0.00000000E+00 0.5884E-13      5
 1248   23     0    -168      0    168  0.80175483E+00  0.00000000E+00 0.3677E-12      6
 1249   23     0    -167      0    167  0.80670215E+00  0.00000000E+00 0.8080E-13      6
 1250   23     0    -166      0    166  0.81134567E+00  0.00000000E+00 0.3188E-12      6
 1251   23     0    -165      0    165  0.81586017E+00  0.00000000E+00 0.1011E-11      5
 1252   23     0    -164      0    164  0.82085695E+00  0.00000000E+00 0.1781E-12      6
 1253   23     0    -163      0    163  0.82604949E+00  0.00000000E+00 0.4564E-13      6
 1254   23     0    -162      0    162  0.83086193E+00  0.00000000E+00 0.1015E-12      6
 1255   23     0    -161      0    161  0.83556146E+00  0.00000000E+00 0.2744E-12      5
 1256   23     0    -160      0    160  0.84084203E+00  0.00000000E+00 0.3512E-12      6
 1257   23     0    -159      0    159  0.84632354E+00  0.00000000E+00 0.2072E-12      6
 1258   23     0    -158      0    158  0.85136640E+00  0.00000000E+00 0.1834E-12      6
 1259   23     0    -157      0    157  0.85628594E+00  0.00000000E+00 0.7247E-12      5
 1260   23     0    -156      0    156  0.86184793E+00  0.00000000E+00 0.4238E-12      6
 1261   23     0    -155      0    155  0.86761291E+00  0.00000000E+00 0.4783E-12      6
 1262   23     0    -154      0    154  0.87287314E+00  0.00000000E+00 0.2650E-12      5
 1263   23     0    -153      0    153  0.87801970E+00  0.00000000E+00 0.9596E-13      5
 1264   23     0    -152      0    152  0.88389914E+00  0.00000000E+00 0.5649E-13      5
 1265   23     0    -151      0    151  0.89000278E+00  0.00000000E+00 0.2536E-12      6
 1266   23     0    -150      0    150  0.89554825E+00  0.00000000E+00 0.2430E-12      6
 1267   23     0    -149      0    149  0.90092326E+00  0.00000000E+00 0.3170E-12      6
 1268   23     0    -148      0    148  0.90709527E+00  0.00000000E+00 0.4585E-12      6
 1269   23     0    -147      0    147  0.91351428E+00  0.00000000E+00 0.1767E-13      6
 1270   23     0    -146      0    146  0.91934323E+00  0.00000000E+00 0.7348E-13      6
 1271   23     0    -145      0    145  0.92503162E+00  0.00000000E+00 0.1322E-13      5
 1272   23     0    -144      0    144  0.93155900E+00  0.00000000E+00 0.5426E-12      5
 1273   23     0    -143      0    143  0.93831227E+00  0.00000000E+00 0.1194E-12      6
 1274   23     0    -142      0    142  0.94442508E+00  0.00000000E+00 0.6598E-13      6
 1275   23     0    -141      0    141  0.95045055E+00  0.00000000E+00 0.1140E-12      6
 1276   23     0    -140      0    140  0.95736025E+00  0.00000000E+00 0.6521E-13      6
 1277   23     0    -139      0    139  0.96445501E+00  0.00000000E+00 0.7439E-13      6
 1278   23     0    -138      0    138  0.97085704E+00  0.00000000E+00 0.9710E-13      5
 1279   23     0    -137      0    137  0.97727628E+00  0.00000000E+00 0.3659E-13      5
 1280   23     0    -136      0    136  0.98463514E+00  0.00000000E+00 0.3591E-13      6
 1281   23     0    -135      0    135  0.99212963E+00  0.00000000E+00 0.6044E-13      6
 1282   23     0    -134      0    134  0.99882252E+00  0.00000000E+00 0.1800E-12      6
 1283   23     0    -133      0    133  0.10056039E+01  0.00000000E+00 0.2182E-12      6
 1284   23     0    -132      0    132  0.10134392E+01  0.00000000E+00 0.2356E-12      6
 1285   23     0    -131      0    131  0.10213929E+01  0.00000000E+00 0.1697E-12      6
 1286   23     0    -130      0    130  0.10284585E+01  0.00000000E+00 0.3275E-12      6
 1287   23     0    -129      0    129  0.10356443E+01  0.00000000E+00 0.1885E-12      5
 1288   23     0    -128      0    128  0.10439586E+01  0.00000000E+00 0.1545E-12      5
 1289   23     0    -127      0    127  0.10523512E+01  0.00000000E+00 0.1614E-12      6
 1290   23     0    -126      0    126  0.10597852E+01  0.00000000E+00 0.2572E-13      5
 1291   23     0    -125      0    125  0.10674664E+01  0.00000000E+00 0.2931E-13      5
 1292   23     0    -124      0    124  0.10763414E+01  0.00000000E+00 0.3114E-12      6
 1293   23     0    -123      0    123  0.10852452E+01  0.00000000E+00 0.3708E-12      6
 1294   23     0    -122      0    122  0.10930817E+01  0.00000000E+00 0.2014E-12      5
 1295   23     0    -121      0    121  0.11012400E+01  0.00000000E+00 0.1866E-12      6
 1296   23     0    -120      0    120  0.11107067E+01  0.00000000E+00 0.1680E-12      6
 1297   23     0    -119      0    119  0.11202080E+01  0.00000000E+00 0.2224E-12      6
 1298   23     0    -118      0    118  0.11285335E+01  0.00000000E+00 0.4635E-13      6
 1299   23     0    -117      0    117  0.11371610E+01  0.00000000E+00 0.8615E-13      6
 1300   23     0    -116      0    116  0.11472335E+01  0.00000000E+00 0.3333E-12      6
 1301   23     0    -115      0    115  0.11573777E+01  0.00000000E+00 0.5754E-13      6
 1302   23     0    -114      0    114  0.11662356E+01  0.00000000E+00 0.1309E-12      6
 1303   23     0    -113      0    113  0.11753612E+01  0.00000000E+00 0.2404E-12      5
 1304   23     0    -112      0    112  0.11860835E+01  0.00000000E+00 0.1216E-12      6
 1305   23     0    -111      0    111  0.11969345E+01  0.00000000E+00 0.1065E-12      6
 1306   23     0    -110      0    110  0.12063784E+01  0.00000000E+00 0.6332E-13      5
 1307   23     0    -109      0    109  0.12159966E+01  0.00000000E+00 0.1118E-12      6
 1308   23     0    -108      0    108  0.12273988E+01  0.00000000E+00 0.1805E-12      6
 1309   23     0    -107      0    107  0.12390513E+01  0.00000000E+00 0.6678E-13      6
 1310   23     0    -106      0    106  0.12492319E+01  0.00000000E+00 0.9141E-13      6
 1311   23     0    -105      0    105  0.12593391E+01  0.00000000E+00 0.1355E-13      6
 1312   23     0    -104      0    104  0.12714217E+01  0.00000000E+00 0.2002E-12      6
 1313   23     0    -103      0    103  0.12839785E+01  0.00000000E+00 0.1818E-12      6
 1314   23     0    -102      0    102  0.12950632E+01  0.00000000E+00 0.1473E-13      6
 1315   23     0    -101      0    101  0.13056338E+01  0.00000000E+00 0.6000E-13      6
 1316   23     0    -100      0    100  0.13183999E+01  0.00000000E+00 0.3636E-12      5
 1317   23     0     -99      0     99  0.13319899E+01  0.00000000E+00 0.1031E-12      6
 1318   23     0     -98      0     98  0.13442129E+01  0.00000000E+00 0.6935E-13      6
 1319   23     0     -97      0     97  0.13553711E+01  0.00000000E+00 0.5993E-13      6
 1320   23     0     -96      0     96  0.13689024E+01  0.00000000E+00 0.1622E-14      6
 1321   23     0     -95      0     95  0.13836740E+01  0.00000000E+00 0.3931E-13      6
 1322   23     0     -94      0     94  0.13972050E+01  0.00000000E+00 0.1632E-12      6
 1323   23     0     -93      0     93  0.14091511E+01  0.00000000E+00 0.5166E-13      6
 1324   23     0     -92      0     92  0.14235603E+01  0.00000000E+00 0.6103E-13      6
 1325   23     0     -91      0     91  0.14396182E+01  0.00000000E+00 0.8559E-13      6
 1326   23     0     -90      0     90  0.14545677E+01  0.00000000E+00 0.1653E-13      6
 1327   23     0     -89      0     89  0.14674400E+01  0.00000000E+00 0.2405E-12      6
 1328   23     0     -88      0     88  0.14827973E+01  0.00000000E+00 0.6634E-13      6
 1329   23     0     -87      0     87  0.15002695E+01  0.00000000E+00 0.2110E-13      6
 1330   23     0     -86      0     86  0.15168397E+01  0.00000000E+00 0.9024E-13      6
 1331   23     0     -85      0     85  0.15308199E+01  0.00000000E+00 0.2175E-12      6
 1332   23     0     -84      0     84  0.15471860E+01  0.00000000E+00 0.2732E-13      5
 1333   23     0     -83      0     83  0.15662265E+01  0.00000000E+00 0.2871E-13      6
 1334   23     0     -82      0     82  0.15845718E+01  0.00000000E+00 0.5341E-13      6
 1335   23     0     -81      0     81  0.15997579E+01  0.00000000E+00 0.5350E-13      6
 1336   23     0     -80      0     80  0.16172774E+01  0.00000000E+00 0.9292E-13      6
 1337   23     0     -79      0     79  0.16380933E+01  0.00000000E+00 0.2357E-13      6
 1338   23     0     -78      0     78  0.16583269E+01  0.00000000E+00 0.1254E-12      6
 1339   23     0     -77      0     77  0.16748556E+01  0.00000000E+00 0.2515E-14      5
 1340   23     0     -76      0     76  0.16937726E+01  0.00000000E+00 0.9415E-13      6
 1341   23     0     -75      0     75  0.17165156E+01  0.00000000E+00 0.1614E-12      6
  Time elapsed :      9.663 s

Mode Search
-----------

Mode parameters
   l : 24
   m : 0

Building frequency grid (REAL axis)
   added scan interval :  0.5234E+00 ->  0.2094E+01 (3000 points, INVERSE)

Building spatial grid
   Scaffold grid from model
   Split 287 subinterval(s) in iteration 1
   Split 100 subinterval(s) in iteration 2
   Split 0 subinterval(s) in iteration 3
   Final grid has 1 segment(s) and 7524 point(s):
      Segment 1 : x range 0.0000 -> 1.0012 (1 -> 7524)

Starting search (adiabatic)

Scanning frequencies
  Time elapsed :     0.805 s

Finding roots
  Time elapsed :      0.255 s

Processing modes
   id    l     m    n_pg    n_p    n_g       Re(omega)       Im(omega)        chi n_iter
 1388   24     0    -238      0    238  0.59304247E+00  0.00000000E+00 0.3438E-12      6
 1389   24     0    -237      0    237  0.59550224E+00  0.00000000E+00 0.8467E-13      6
 1390   24     0    -236      0    236  0.59793105E+00  0.00000000E+00 0.2572E-13      6
 1391   24     0    -235      0    235  0.60048256E+00  0.00000000E+00 0.1820E-12      6
 1392   24     0    -234      0    234  0.60307265E+00  0.00000000E+00 0.3781E-12      6
 1393   24     0    -233      0    233  0.60556713E+00  0.00000000E+00 0.3064E-12      6
 1394   24     0    -232      0    232  0.60809278E+00  0.00000000E+00 0.1452E-12      5
 1395   24     0    -231      0    231  0.61078252E+00  0.00000000E+00 0.1222E-12      6
 1396   24     0    -230      0    230  0.61348860E+00  0.00000000E+00 0.8245E-13      6
 1397   24     0    -229      0    229  0.61604802E+00  0.00000000E+00 0.6621E-12      6
 1398   24     0    -228      0    228  0.61862922E+00  0.00000000E+00 0.2081E-12      6
 1399   24     0    -227      0    227  0.62140769E+00  0.00000000E+00 0.1746E-12      6
 1400   24     0    -226      0    226  0.62421227E+00  0.00000000E+00 0.2677E-13      6
 1401   24     0    -225      0    225  0.62687053E+00  0.00000000E+00 0.2519E-12      6
 1402   24     0    -224      0    224  0.62955601E+00  0.00000000E+00 0.3811E-12      6
 1403   24     0    -223      0    223  0.63243458E+00  0.00000000E+00 0.1637E-12      6
 1404   24     0    -222      0    222  0.63532477E+00  0.00000000E+00 0.4810E-13      6
 1405   24     0    -221      0    221  0.63806506E+00  0.00000000E+00 0.2094E-12      6
 1406   24     0    -220      0    220  0.64085807E+00  0.00000000E+00 0.1293E-12      5
 1407   24     0    -219      0    219  0.64384839E+00  0.00000000E+00 0.2817E-12      6
 1408   24     0    -218      0    218  0.64683026E+00  0.00000000E+00 0.1247E-12      6
 1409   24     0    -217      0    217  0.64966109E+00  0.00000000E+00 0.7215E-13      6
 1410   24     0    -216      0    216  0.65258299E+00  0.00000000E+00 0.2055E-12      6
 1411   24     0    -215      0    215  0.65571037E+00  0.00000000E+00 0.1825E-12      5
 1412   24     0    -214      0    214  0.65879509E+00  0.00000000E+00 0.1194E-12      6
 1413   24     0    -213      0    213  0.66167992E+00  0.00000000E+00 0.8232E-13      6
 1414   24     0    -212      0    212  0.66468852E+00  0.00000000E+00 0.5518E-12      5
 1415   24     0    -211      0    211  0.66795294E+00  0.00000000E+00 0.3602E-12      6
 1416   24     0    -210      0    210  0.67119316E+00  0.00000000E+00 0.1252E-12      6
 1417   24     0    -209      0    209  0.67422155E+00  0.00000000E+00 0.3716E-12      6
 1418   24     0    -208      0    208  0.67732317E+00  0.00000000E+00 0.2083E-12      5
 1419   24     0    -207      0    207  0.68066347E+00  0.00000000E+00 0.1917E-12      5
 1420   24     0    -206      0    206  0.68398476E+00  0.00000000E+00 0.3272E-12      6
 1421   24     0    -205      0    205  0.68714959E+00  0.00000000E+00 0.2579E-12      5
 1422   24     0    -204      0    204  0.69042954E+00  0.00000000E+00 0.1240E-12      6
 1423   24     0    -203      0    203  0.69390697E+00  0.00000000E+00 0.1524E-12      6
 1424   24     0    -202      0    202  0.69731743E+00  0.00000000E+00 0.1036E-12      6
 1425   24     0    -201      0    201  0.70058329E+00  0.00000000E+00 0.2045E-12      6
 1426   24     0    -200      0    200  0.70402596E+00  0.00000000E+00 0.1282E-13      5
 1427   24     0    -199      0    199  0.70766213E+00  0.00000000E+00 0.3501E-12      6
 1428   24     0    -198      0    198  0.71118029E+00  0.00000000E+00 0.2698E-12      6
 1429   24     0    -197      0    197  0.71454692E+00  0.00000000E+00 0.7283E-13      6
 1430   24     0    -196      0    196  0.71815754E+00  0.00000000E+00 0.2485E-12      6
 1431   24     0    -195      0    195  0.72197240E+00  0.00000000E+00 0.2660E-12      6
 1432   24     0    -194      0    194  0.72561339E+00  0.00000000E+00 0.1539E-12      6
 1433   24     0    -193      0    193  0.72906849E+00  0.00000000E+00 0.5351E-12      5
 1434   24     0    -192      0    192  0.73283827E+00  0.00000000E+00 0.7701E-12      5
 1435   24     0    -191      0    191  0.73684717E+00  0.00000000E+00 0.2795E-14      6
 1436   24     0    -190      0    190  0.74065075E+00  0.00000000E+00 0.1362E-13      5
 1437   24     0    -189      0    189  0.74420549E+00  0.00000000E+00 0.2997E-12      6
 1438   24     0    -188      0    188  0.74810914E+00  0.00000000E+00 0.2689E-12      6
 1439   24     0    -187      0    187  0.75230348E+00  0.00000000E+00 0.2693E-12      6
 1440   24     0    -186      0    186  0.75631230E+00  0.00000000E+00 0.5576E-12      6
 1441   24     0    -185      0    185  0.76002895E+00  0.00000000E+00 0.1827E-12      5
 1442   24     0    -184      0    184  0.76405632E+00  0.00000000E+00 0.5978E-12      6
 1443   24     0    -183      0    183  0.76839637E+00  0.00000000E+00 0.3500E-12      5
 1444   24     0    -182      0    182  0.77256720E+00  0.00000000E+00 0.3138E-13      6
 1445   24     0    -181      0    181  0.77647277E+00  0.00000000E+00 0.1416E-12      6
 1446   24     0    -180      0    180  0.78069397E+00  0.00000000E+00 0.2297E-12      5
 1447   24     0    -179      0    179  0.78521682E+00  0.00000000E+00 0.3266E-12      6
 1448   24     0    -178      0    178  0.78955737E+00  0.00000000E+00 0.1669E-12      5
 1449   24     0    -177      0    177  0.79363796E+00  0.00000000E+00 0.2731E-12      6
 1450   24     0    -176      0    176  0.79804761E+00  0.00000000E+00 0.1231E-12      6
 1451   24     0    -175      0    175  0.80274742E+00  0.00000000E+00 0.2112E-12      6
 1452   24     0    -174      0    174  0.80725001E+00  0.00000000E+00 0.5317E-13      6
 1453   24     0    -173      0    173  0.81154181E+00  0.00000000E+00 0.1593E-12      5
 1454   24     0    -172      0    172  0.81619573E+00  0.00000000E+00 0.8124E-13      6
 1455   24     0    -171      0    171  0.82111011E+00  0.00000000E+00 0.2320E-12      6
 1456   24     0    -170      0    170  0.82577771E+00  0.00000000E+00 0.2352E-12      6
 1457   24     0    -169      0    169  0.83023926E+00  0.00000000E+00 0.1485E-12      5
 1458   24     0    -168      0    168  0.83512679E+00  0.00000000E+00 0.1655E-12      6
 1459   24     0    -167      0    167  0.84028091E+00  0.00000000E+00 0.3322E-12      5
 1460   24     0    -166      0    166  0.84515368E+00  0.00000000E+00 0.1235E-12      6
 1461   24     0    -165      0    165  0.84982968E+00  0.00000000E+00 0.5152E-13      5
 1462   24     0    -164      0    164  0.85498298E+00  0.00000000E+00 0.5013E-12      5
 1463   24     0    -163      0    163  0.86039569E+00  0.00000000E+00 0.4459E-13      6
 1464   24     0    -162      0    162  0.86545132E+00  0.00000000E+00 0.3149E-12      6
 1465   24     0    -161      0    161  0.87031047E+00  0.00000000E+00 0.1173E-12      5
 1466   24     0    -160      0    160  0.87575308E+00  0.00000000E+00 0.8272E-13      5
 1467   24     0    -159      0    159  0.88146971E+00  0.00000000E+00 0.1697E-12      6
 1468   24     0    -158      0    158  0.88677200E+00  0.00000000E+00 0.9206E-13      6
 1469   24     0    -157      0    157  0.89185379E+00  0.00000000E+00 0.1932E-13      5
 1470   24     0    -156      0    156  0.89758271E+00  0.00000000E+00 0.6176E-13      5
 1471   24     0    -155      0    155  0.90359661E+00  0.00000000E+00 0.1881E-13      6
 1472   24     0    -154      0    154  0.90913238E+00  0.00000000E+00 0.2424E-12      6
 1473   24     0    -153      0    153  0.91444142E+00  0.00000000E+00 0.1588E-12      5
 1474   24     0    -152      0    152  0.92049292E+00  0.00000000E+00 0.1868E-12      5
 1475   24     0    -151      0    151  0.92685962E+00  0.00000000E+00 0.1904E-13      6
 1476   24     0    -150      0    150  0.93270104E+00  0.00000000E+00 0.9607E-13      6
 1477   24     0    -149      0    149  0.93824418E+00  0.00000000E+00 0.2229E-12      5
 1478   24     0    -148      0    148  0.94459138E+00  0.00000000E+00 0.3608E-12      5
 1479   24     0    -147      0    147  0.95128815E+00  0.00000000E+00 0.1890E-12      6
 1480   24     0    -146      0    146  0.95742910E+00  0.00000000E+00 0.4781E-14      6
 1481   24     0    -145      0    145  0.96329040E+00  0.00000000E+00 0.3306E-12      5
 1482   24     0    -144      0    144  0.97000306E+00  0.00000000E+00 0.1786E-12      6
 1483   24     0    -143      0    143  0.97705217E+00  0.00000000E+00 0.2781E-13      6
 1484   24     0    -142      0    142  0.98349214E+00  0.00000000E+00 0.1932E-12      6
 1485   24     0    -141      0    141  0.98969276E+00  0.00000000E+00 0.7080E-13      5
 1486   24     0    -140      0    140  0.99680044E+00  0.00000000E+00 0.1100E-12      6
 1487   24     0    -139      0    139  0.10042126E+01  0.00000000E+00 0.2365E-13      6
 1488   24     0    -138      0    138  0.10109559E+01  0.00000000E+00 0.1744E-12      6
 1489   24     0    -137      0    137  0.10175491E+01  0.00000000E+00 0.2684E-12      5
 1490   24     0    -136      0    136  0.10251196E+01  0.00000000E+00 0.1785E-12      5
 1491   24     0    -135      0    135  0.10329563E+01  0.00000000E+00 0.3052E-12      6
 1492   24     0    -134      0    134  0.10400127E+01  0.00000000E+00 0.4234E-12      6
 1493   24     0    -133      0    133  0.10469608E+01  0.00000000E+00 0.3246E-13      6
 1494   24     0    -132      0    132  0.10550178E+01  0.00000000E+00 0.1560E-12      5
 1495   24     0    -131      0    131  0.10633407E+01  0.00000000E+00 0.3962E-12      6
 1496   24     0    -130      0    130  0.10707970E+01  0.00000000E+00 0.2939E-12      6
 1497   24     0    -129      0    129  0.10781470E+01  0.00000000E+00 0.2337E-12      6
 1498   24     0    -128      0    128  0.10866929E+01  0.00000000E+00 0.5666E-13      6
 1499   24     0    -127      0    127  0.10954853E+01  0.00000000E+00 0.1623E-12      6
 1500   24     0    -126      0    126  0.11033315E+01  0.00000000E+00 0.8564E-13      6
 1501   24     0    -125      0    125  0.11111713E+01  0.00000000E+00 0.2235E-12      6
 1502   24     0    -124      0    124  0.11202934E+01  0.00000000E+00 0.9354E-13      6
 1503   24     0    -123      0    123  0.11296307E+01  0.00000000E+00 0.1161E-13      5
 1504   24     0    -122      0    122  0.11379108E+01  0.00000000E+00 0.9772E-13      6
 1505   24     0    -121      0    121  0.11462172E+01  0.00000000E+00 0.1855E-13      6
 1506   24     0    -120      0    120  0.11559380E+01  0.00000000E+00 0.2648E-12      6
 1507   24     0    -119      0    119  0.11659037E+01  0.00000000E+00 0.1589E-12      6
 1508   24     0    -118      0    118  0.11747178E+01  0.00000000E+00 0.2095E-12      6
 1509   24     0    -117      0    117  0.11834844E+01  0.00000000E+00 0.7221E-13      6
 1510   24     0    -116      0    116  0.11938073E+01  0.00000000E+00 0.5641E-13      6
 1511   24     0    -115      0    115  0.12044455E+01  0.00000000E+00 0.2182E-13      6
 1512   24     0    -114      0    114  0.12138449E+01  0.00000000E+00 0.2263E-12      6
 1513   24     0    -113      0    113  0.12230992E+01  0.00000000E+00 0.2317E-12      6
 1514   24     0    -112      0    112  0.12340637E+01  0.00000000E+00 0.2976E-13      6
 1515   24     0    -111      0    111  0.12454381E+01  0.00000000E+00 0.2559E-12      6
 1516   24     0    -110      0    110  0.12554909E+01  0.00000000E+00 0.1240E-12      6
 1517   24     0    -109      0    109  0.12652310E+01  0.00000000E+00 0.5969E-13      6
 1518   24     0    -108      0    108  0.12768568E+01  0.00000000E+00 0.4376E-13      6
 1519   24     0    -107      0    107  0.12890507E+01  0.00000000E+00 0.1486E-12      6
 1520   24     0    -106      0    106  0.12999195E+01  0.00000000E+00 0.9584E-13      6
